HUMAN00001	ENSG00000186092
HUMAN01203	ENSG00000174021
HUMAN01204	ENSG00000117151
HUMAN01206	ENSG00000117155
HUMAN01208	ENSG00000171517
HUMAN01209	ENSG00000153898
HUMAN01210	ENSG00000162643
HUMAN01211	ENSG00000055732
HUMAN01212	ENSG00000097096
HUMAN01213	ENSG00000162642
HUMAN01214	ENSG00000142867
HUMAN01215	ENSG00000153904
HUMAN01216	ENSG00000142871
HUMAN01217	ENSG00000117174
HUMAN01218	ENSG00000171502
HUMAN01220	ENSG00000122417
HUMAN01224	ENSG00000137975
HUMAN01225	ENSG00000016490
HUMAN01226	ENSG00000016602
HUMAN01227	ENSG00000097033
HUMAN01228	ENSG00000183291
HUMAN01231	ENSG00000153936
HUMAN01232	ENSG00000267561
HUMAN01233	ENSG00000143013
HUMAN01234	ENSG00000065243
HUMAN01235	ENSG00000137947
HUMAN01236	ENSG00000137944
HUMAN01237	ENSG00000213516
HUMAN01238	ENSG00000117226
HUMAN01241	ENSG00000117228
HUMAN01242	ENSG00000162645
HUMAN01243	ENSG00000213512
HUMAN01244	ENSG00000162654
HUMAN01245	ENSG00000154451
HUMAN01246	ENSG00000183347
HUMAN01247	ENSG00000197147
HUMAN01248	ENSG00000171488
HUMAN01250	ENSG00000271949
HUMAN01251	ENSG00000171492
HUMAN01253	ENSG00000162664
HUMAN01254	ENSG00000143032
HUMAN01255	ENSG00000122482
HUMAN01256	ENSG00000162669
HUMAN01257	ENSG00000097046
HUMAN01258	ENSG00000069702
HUMAN01260	ENSG00000137948
HUMAN01261	ENSG00000172031
HUMAN01262	ENSG00000230667
HUMAN01263	ENSG00000189195
HUMAN01264	ENSG00000203910
HUMAN01265	ENSG00000174842
HUMAN01266	ENSG00000122484
HUMAN01267	ENSG00000162676
HUMAN01268	ENSG00000067208
HUMAN01270	ENSG00000122406
HUMAN01271	ENSG00000154511
HUMAN01272	ENSG00000143033
HUMAN01273	ENSG00000117500
HUMAN01275	ENSG00000122483
HUMAN01276	ENSG00000117505
HUMAN01277	ENSG00000137942
HUMAN01278	ENSG00000137936
HUMAN01279	ENSG00000067334
HUMAN01280	ENSG00000023909
HUMAN01281	ENSG00000198691
HUMAN01282	ENSG00000137962
HUMAN01283	ENSG00000117528
HUMAN01284	ENSG00000117525
HUMAN01285	ENSG00000143036
HUMAN01287	ENSG00000117519
HUMAN01288	ENSG00000172339
HUMAN01289	ENSG00000152078
HUMAN01290	ENSG00000271092
HUMAN01292	ENSG00000122481
HUMAN01293	ENSG00000117569
HUMAN01294	ENSG00000188641
HUMAN01295	ENSG00000162627
HUMAN01297	ENSG00000117598
HUMAN01298	ENSG00000117600
HUMAN01299	ENSG00000099260
HUMAN01300	ENSG00000156869
HUMAN01301	ENSG00000162688
HUMAN01303	ENSG00000117620
HUMAN01305	ENSG00000156875
HUMAN01306	ENSG00000156876
HUMAN01307	ENSG00000122435
HUMAN01308	ENSG00000122477
HUMAN01309	ENSG00000137992
HUMAN01310	ENSG00000137996
HUMAN01311	ENSG00000079335
HUMAN01312	ENSG00000181656
HUMAN01313	ENSG00000162692
HUMAN01314	ENSG00000162694
HUMAN01315	ENSG00000162695
HUMAN01316	ENSG00000117543
HUMAN01317	ENSG00000170989
HUMAN01318	ENSG00000118733
HUMAN01320	ENSG00000060718
HUMAN01321	ENSG00000185946
HUMAN01322	ENSG00000240038
HUMAN01323	ENSG00000243480
HUMAN01324	ENSG00000237763
HUMAN01325	ENSG00000174876
HUMAN01326	ENSG00000187733
HUMAN01327	ENSG00000198890
HUMAN01328	ENSG00000162631
HUMAN01329	ENSG00000134215
HUMAN01331	ENSG00000085491
HUMAN01333	ENSG00000196427
HUMAN01334	ENSG00000186086
HUMAN01335	ENSG00000162636
HUMAN01336	ENSG00000162639
HUMAN01337	ENSG00000134186
HUMAN01338	ENSG00000143107
HUMAN01339	ENSG00000116266
HUMAN01340	ENSG00000162641
HUMAN01342	ENSG00000121957
HUMAN01344	ENSG00000121940
HUMAN01346	ENSG00000085433
HUMAN01347	ENSG00000197780
HUMAN01348	ENSG00000215717
HUMAN01349	ENSG00000179902
HUMAN01351	ENSG00000116299
HUMAN01353	ENSG00000031698
HUMAN01354	ENSG00000143126
HUMAN01355	ENSG00000134222
HUMAN01356	ENSG00000221986
HUMAN01357	ENSG00000134243
HUMAN01359	ENSG00000143106
HUMAN01360	ENSG00000143028
HUMAN01362	ENSG00000162650
HUMAN01364	ENSG00000174151
HUMAN01366	ENSG00000181754
HUMAN01367	ENSG00000156097
HUMAN01368	ENSG00000065135
HUMAN01369	ENSG00000134183
HUMAN01370	ENSG00000116337
HUMAN01373	ENSG00000168765
HUMAN01377	ENSG00000213366
HUMAN01378	ENSG00000134184
HUMAN01379	ENSG00000134201
HUMAN01381	ENSG00000134202
HUMAN01382	ENSG00000198758
HUMAN01385	ENSG00000184371
HUMAN01386	ENSG00000168710
HUMAN01387	ENSG00000143093
HUMAN01388	ENSG00000156150
HUMAN01389	ENSG00000186150
HUMAN01390	ENSG00000197106
HUMAN01391	ENSG00000116396
HUMAN01393	ENSG00000162775
HUMAN01394	ENSG00000168679
HUMAN01395	ENSG00000134248
HUMAN01397	ENSG00000143125
HUMAN01398	ENSG00000143105
HUMAN01399	ENSG00000177301
HUMAN01401	ENSG00000177272
HUMAN01402	ENSG00000143119
HUMAN01403	ENSG00000121931
HUMAN01404	ENSG00000156171
HUMAN01405	ENSG00000134255
HUMAN01406	ENSG00000162777
HUMAN01407	ENSG00000064886
HUMAN01408	ENSG00000134216
HUMAN01410	ENSG00000173947
HUMAN01411	ENSG00000085465
HUMAN01412	ENSG00000116455
HUMAN01413	ENSG00000116459
HUMAN01414	ENSG00000143110
HUMAN01416	ENSG00000121933
HUMAN01417	ENSG00000282608
HUMAN01418	ENSG00000116473
HUMAN01419	ENSG00000197852
HUMAN01421	ENSG00000064703
HUMAN01422	ENSG00000171385
HUMAN01423	ENSG00000143079
HUMAN01424	ENSG00000134245
HUMAN01426	ENSG00000007341
HUMAN01427	ENSG00000116489
HUMAN01428	ENSG00000155363
HUMAN01429	ENSG00000155366
HUMAN01433	ENSG00000155367
HUMAN01435	ENSG00000184599
HUMAN01436	ENSG00000155380
HUMAN01437	ENSG00000198799
HUMAN01438	ENSG00000081026
HUMAN01439	ENSG00000116793
HUMAN01440	ENSG00000081019
HUMAN01441	ENSG00000134242
HUMAN01443	ENSG00000188761
HUMAN01445	ENSG00000134262
HUMAN01446	ENSG00000118655
HUMAN01447	ENSG00000163349
HUMAN01448	ENSG00000116774
HUMAN01449	ENSG00000134207
HUMAN01451	ENSG00000197323
HUMAN01452	ENSG00000116752
HUMAN01453	ENSG00000175984
HUMAN01454	ENSG00000116748
HUMAN01455	ENSG00000213281
HUMAN01456	ENSG00000009307
HUMAN01457	ENSG00000052723
HUMAN01458	ENSG00000198765
HUMAN01459	ENSG00000134200
HUMAN01460	ENSG00000134198
HUMAN01461	ENSG00000134259
HUMAN01462	ENSG00000173218
HUMAN01463	ENSG00000118729
HUMAN01464	ENSG00000177551
HUMAN01465	ENSG00000163393
HUMAN01466	ENSG00000173212
HUMAN01467	ENSG00000163399
HUMAN01468	ENSG00000116815
HUMAN01469	ENSG00000143061
HUMAN01470	ENSG00000116824
HUMAN01471	ENSG00000134247
HUMAN01472	ENSG00000134256
HUMAN01473	ENSG00000116830
HUMAN01474	ENSG00000134253
HUMAN01475	ENSG00000134258
HUMAN01477	ENSG00000198162
HUMAN01479	ENSG00000183508
HUMAN01480	ENSG00000196505
HUMAN01482	ENSG00000065183
HUMAN01483	ENSG00000155761
HUMAN01484	ENSG00000092607
HUMAN01485	ENSG00000116874
HUMAN01486	ENSG00000116882
HUMAN01487	ENSG00000203859
HUMAN01488	ENSG00000203857
HUMAN01489	ENSG00000143067
HUMAN01490	ENSG00000092621
HUMAN01491	ENSG00000134240
HUMAN01492	ENSG00000134193
HUMAN01494	ENSG00000134249
HUMAN01495	ENSG00000134250
HUMAN01497	ENSG00000265808
HUMAN01499	ENSG00000273136
HUMAN01502	ENSG00000263353
HUMAN01503	ENSG00000281741
HUMAN01504	ENSG00000198019
HUMAN01506	ENSG00000188610
HUMAN01508	ENSG00000171943
HUMAN01509	ENSG00000203818
HUMAN01510	ENSG00000263513
HUMAN01511	ENSG00000271567
HUMAN01512	ENSG00000266338
HUMAN01513	ENSG00000279782
HUMAN01514	ENSG00000196369
HUMAN01515	ENSG00000215784
HUMAN01516	ENSG00000281571
HUMAN01517	ENSG00000256374
HUMAN01519	ENSG00000117262
HUMAN01521	ENSG00000174827
HUMAN01522	ENSG00000117281
HUMAN01523	ENSG00000265491
HUMAN01524	ENSG00000186141
HUMAN01525	ENSG00000186364
HUMAN01526	ENSG00000131788
HUMAN01528	ENSG00000198483
HUMAN01529	ENSG00000143127
HUMAN01530	ENSG00000131779
HUMAN01531	ENSG00000265241
HUMAN01532	ENSG00000271601
HUMAN01533	ENSG00000272031
HUMAN01534	ENSG00000121851
HUMAN01535	ENSG00000265972
HUMAN01536	ENSG00000168509
HUMAN01537	ENSG00000271425
HUMAN01538	ENSG00000213240
HUMAN01539	ENSG00000264343
HUMAN01540	ENSG00000270339
HUMAN01542	ENSG00000131791
HUMAN01543	ENSG00000131781
HUMAN01544	ENSG00000131778
HUMAN01545	ENSG00000116128
HUMAN01546	ENSG00000162836
HUMAN01547	ENSG00000265107
HUMAN01548	ENSG00000121634
HUMAN01549	ENSG00000188092
HUMAN01552	ENSG00000280649
HUMAN01553	ENSG00000236334
HUMAN01555	ENSG00000270629
HUMAN01561	ENSG00000178104
HUMAN01564	ENSG00000271383
HUMAN01565	ENSG00000263464
HUMAN01566	ENSG00000272058
HUMAN01567	ENSG00000150337
HUMAN01568	ENSG00000203814
HUMAN01569	ENSG00000183598
HUMAN01570	ENSG00000270882
HUMAN01571	ENSG00000203811
HUMAN01572	ENSG00000203812
HUMAN01573	ENSG00000272196
HUMAN01574	ENSG00000203852
HUMAN01575	ENSG00000270276
HUMAN01576	ENSG00000184678
HUMAN01577	ENSG00000184260
HUMAN01578	ENSG00000184270
HUMAN01579	ENSG00000178096
HUMAN01580	ENSG00000159164
HUMAN01581	ENSG00000143368
HUMAN01582	ENSG00000014914
HUMAN01583	ENSG00000264522
HUMAN01585	ENSG00000136631
HUMAN01586	ENSG00000023902
HUMAN01587	ENSG00000143401
HUMAN01589	ENSG00000118298
HUMAN01591	ENSG00000117362
HUMAN01592	ENSG00000118292
HUMAN01594	ENSG00000159208
HUMAN01595	ENSG00000266472
HUMAN01597	ENSG00000117360
HUMAN01598	ENSG00000163125
HUMAN01599	ENSG00000143374
HUMAN01600	ENSG00000143369
HUMAN01601	ENSG00000143382
HUMAN01602	ENSG00000143384
HUMAN01606	ENSG00000143420
HUMAN01607	ENSG00000143457
HUMAN01608	ENSG00000143452
HUMAN01609	ENSG00000163131
HUMAN01611	ENSG00000143387
HUMAN01613	ENSG00000143437
HUMAN01615	ENSG00000283324
HUMAN01616	ENSG00000143379
HUMAN01618	ENSG00000143418
HUMAN01619	ENSG00000143412
HUMAN01620	ENSG00000143409
HUMAN01622	ENSG00000143363
HUMAN01623	ENSG00000163141
HUMAN01624	ENSG00000143443
HUMAN01625	ENSG00000197622
HUMAN01626	ENSG00000213190
HUMAN01627	ENSG00000143458
HUMAN01628	ENSG00000143434
HUMAN01630	ENSG00000163154
HUMAN01631	ENSG00000163156
HUMAN01632	ENSG00000163155
HUMAN01633	ENSG00000163157
HUMAN01634	ENSG00000163159
HUMAN01637	ENSG00000143398
HUMAN01639	ENSG00000159352
HUMAN01642	ENSG00000143373
HUMAN01643	ENSG00000143393
HUMAN01645	ENSG00000143390
HUMAN01646	ENSG00000143416
HUMAN01647	ENSG00000159377
HUMAN01648	ENSG00000143442
HUMAN01650	ENSG00000143375
HUMAN01651	ENSG00000143367
HUMAN01652	ENSG00000143376
HUMAN01653	ENSG00000159409
HUMAN01655	ENSG00000178796
HUMAN01656	ENSG00000143436
HUMAN01658	ENSG00000143450
HUMAN01660	ENSG00000182134
HUMAN01662	ENSG00000213171
HUMAN01663	ENSG00000143365
HUMAN01664	ENSG00000225556
HUMAN01665	ENSG00000196407
HUMAN01667	ENSG00000159445
HUMAN01670	ENSG00000197747
HUMAN01671	ENSG00000163191
HUMAN01672	ENSG00000182898
HUMAN01673	ENSG00000159450
HUMAN01674	ENSG00000215853
HUMAN01675	ENSG00000197915
HUMAN01676	ENSG00000143631
HUMAN01677	ENSG00000143520
HUMAN01678	ENSG00000143536
HUMAN01679	ENSG00000186207
HUMAN01681	ENSG00000169509
HUMAN01682	ENSG00000185966
HUMAN01683	ENSG00000163202
HUMAN01684	ENSG00000244057
HUMAN01685	ENSG00000187238
HUMAN01686	ENSG00000185962
HUMAN01687	ENSG00000187223
HUMAN01688	ENSG00000187180
HUMAN01689	ENSG00000159455
HUMAN01690	ENSG00000187173
HUMAN01691	ENSG00000187170
HUMAN01692	ENSG00000198854
HUMAN01693	ENSG00000203786
HUMAN01694	ENSG00000240386
HUMAN01695	ENSG00000186226
HUMAN01696	ENSG00000172155
HUMAN01697	ENSG00000197084
HUMAN01698	ENSG00000196734
HUMAN01699	ENSG00000186844
HUMAN01700	ENSG00000235942
HUMAN01701	ENSG00000163206
HUMAN01702	ENSG00000163207
HUMAN01703	ENSG00000283227
HUMAN01704	ENSG00000184148
HUMAN01705	ENSG00000169474
HUMAN01706	ENSG00000163209
HUMAN01707	ENSG00000169469
HUMAN01708	ENSG00000163216
HUMAN01709	ENSG00000241794
HUMAN01710	ENSG00000196805
HUMAN01711	ENSG00000203785
HUMAN01712	ENSG00000244094
HUMAN01713	ENSG00000159516
HUMAN01714	ENSG00000203784
HUMAN01715	ENSG00000203783
HUMAN01716	ENSG00000203782
HUMAN01717	ENSG00000159527
HUMAN01718	ENSG00000163218
HUMAN01719	ENSG00000163220
HUMAN01720	ENSG00000163221
HUMAN01721	ENSG00000143546
HUMAN01722	ENSG00000184330
HUMAN01723	ENSG00000197364
HUMAN01724	ENSG00000143556
HUMAN01725	ENSG00000197956
HUMAN01726	ENSG00000196420
HUMAN01727	ENSG00000196154
HUMAN01728	ENSG00000188015
HUMAN01729	ENSG00000196754
HUMAN01731	ENSG00000188643
HUMAN01732	ENSG00000189334
HUMAN01733	ENSG00000189171
HUMAN01734	ENSG00000160678
HUMAN01736	ENSG00000160679
HUMAN01737	ENSG00000143553
HUMAN01738	ENSG00000143621
HUMAN01740	ENSG00000169418
HUMAN01741	ENSG00000143624
HUMAN01742	ENSG00000279767
HUMAN01743	ENSG00000143554
HUMAN01745	ENSG00000143614
HUMAN01746	ENSG00000198837
HUMAN01747	ENSG00000160741
HUMAN01748	ENSG00000143570
HUMAN01749	ENSG00000143578
HUMAN01750	ENSG00000143543
HUMAN01751	ENSG00000143545
HUMAN01752	ENSG00000177954
HUMAN01754	ENSG00000143552
HUMAN01761	ENSG00000143549
HUMAN01762	ENSG00000163263
HUMAN01763	ENSG00000143612
HUMAN01764	ENSG00000143569
HUMAN01765	ENSG00000143575
HUMAN01766	ENSG00000143595
HUMAN01769	ENSG00000143515
HUMAN01771	ENSG00000160712
HUMAN01773	ENSG00000169291
HUMAN01774	ENSG00000163239
HUMAN01775	ENSG00000160714
HUMAN01776	ENSG00000160716
HUMAN01778	ENSG00000160710
HUMAN01779	ENSG00000143603
HUMAN01780	ENSG00000163344
HUMAN01781	ENSG00000163346
HUMAN01783	ENSG00000163348
HUMAN01784	ENSG00000160691
HUMAN01786	ENSG00000173207
HUMAN01787	ENSG00000160688
HUMAN01790	ENSG00000163352
HUMAN01791	ENSG00000160685
HUMAN01792	ENSG00000163354
HUMAN01793	ENSG00000163357
HUMAN01794	ENSG00000143537
HUMAN01795	ENSG00000243364
HUMAN01797	ENSG00000251246
HUMAN01798	ENSG00000143590
HUMAN01799	ENSG00000169242
HUMAN01800	ENSG00000169241
HUMAN01801	ENSG00000179085
HUMAN01802	ENSG00000163463
HUMAN01804	ENSG00000163462
HUMAN01805	ENSG00000185499
HUMAN01808	ENSG00000169231
HUMAN01809	ENSG00000173171
HUMAN01810	ENSG00000177628
HUMAN01811	ENSG00000160767
HUMAN01813	ENSG00000116521
HUMAN01814	ENSG00000176444
HUMAN01815	ENSG00000143630
HUMAN01816	ENSG00000143627
HUMAN01818	ENSG00000160752
HUMAN01820	ENSG00000160753
HUMAN01821	ENSG00000116539
HUMAN01824	ENSG00000125459
HUMAN01825	ENSG00000163374
HUMAN01827	ENSG00000132676
HUMAN01830	ENSG00000116580
HUMAN01831	ENSG00000132718
HUMAN01832	ENSG00000143622
HUMAN01833	ENSG00000132680
HUMAN01834	ENSG00000173080
HUMAN01835	ENSG00000116584
HUMAN01836	ENSG00000163479
HUMAN01839	ENSG00000160803
HUMAN01840	ENSG00000116586
HUMAN01841	ENSG00000132698
HUMAN01842	ENSG00000254726
HUMAN01843	ENSG00000160789
HUMAN01846	ENSG00000196189
HUMAN01847	ENSG00000160785
HUMAN01848	ENSG00000260238
HUMAN01852	ENSG00000160783
HUMAN01853	ENSG00000242252
HUMAN01854	ENSG00000160781
HUMAN01857	ENSG00000198952
HUMAN01858	ENSG00000163472
HUMAN01860	ENSG00000198715
HUMAN01862	ENSG00000189030
HUMAN01863	ENSG00000163468
HUMAN01867	ENSG00000163467
HUMAN01869	ENSG00000132677
HUMAN01874	ENSG00000125462
HUMAN01875	ENSG00000116604
HUMAN01876	ENSG00000183856
HUMAN01877	ENSG00000187862
HUMAN01878	ENSG00000163382
HUMAN01880	ENSG00000160818
HUMAN01882	ENSG00000280316
HUMAN01883	ENSG00000132702
HUMAN01884	ENSG00000132692
HUMAN01886	ENSG00000132688
HUMAN01887	ENSG00000143320
HUMAN01888	ENSG00000143319
HUMAN01889	ENSG00000143303
HUMAN01890	ENSG00000143314
HUMAN01891	ENSG00000143321
HUMAN01893	ENSG00000143294
HUMAN01895	ENSG00000027869
HUMAN01897	ENSG00000198400
HUMAN01898	ENSG00000027644
HUMAN01900	ENSG00000187800
HUMAN01901	ENSG00000160838
HUMAN01902	ENSG00000132694
HUMAN01903	ENSG00000253831
HUMAN01904	ENSG00000117036
HUMAN01905	ENSG00000143297
HUMAN01906	ENSG00000163518
HUMAN01907	ENSG00000160856
HUMAN01908	ENSG00000132704
HUMAN01910	ENSG00000163534
HUMAN01911	ENSG00000073754
HUMAN01912	ENSG00000183853
HUMAN01913	ENSG00000158473
HUMAN01914	ENSG00000158477
HUMAN01915	ENSG00000158481
HUMAN01917	ENSG00000158485
HUMAN01918	ENSG00000158488
HUMAN01919	ENSG00000186306
HUMAN01920	ENSG00000180708
HUMAN01921	ENSG00000173285
HUMAN01922	ENSG00000198965
HUMAN01923	ENSG00000197532
HUMAN01924	ENSG00000186440
HUMAN01925	ENSG00000279111
HUMAN01926	ENSG00000198967
HUMAN01927	ENSG00000163554
HUMAN01928	ENSG00000196171
HUMAN01929	ENSG00000203757
HUMAN01930	ENSG00000180433
HUMAN01931	ENSG00000197403
HUMAN01932	ENSG00000188340
HUMAN01933	ENSG00000163563
HUMAN01934	ENSG00000163564
HUMAN01936	ENSG00000163565
HUMAN01937	ENSG00000163568
HUMAN01938	ENSG00000162706
HUMAN01939	ENSG00000213088
HUMAN01940	ENSG00000179639
HUMAN01941	ENSG00000196266
HUMAN01942	ENSG00000249730
HUMAN01943	ENSG00000196184
HUMAN01944	ENSG00000184155
HUMAN01945	ENSG00000132703
HUMAN01946	ENSG00000132693
HUMAN01947	ENSG00000158716
HUMAN01948	ENSG00000181036
HUMAN01949	ENSG00000158714
HUMAN01951	ENSG00000243284
HUMAN01954	ENSG00000213085
HUMAN01955	ENSG00000158710
HUMAN01956	ENSG00000085552
HUMAN01957	ENSG00000162723
HUMAN01958	ENSG00000177807
HUMAN01959	ENSG00000143315
HUMAN01960	ENSG00000162728
HUMAN01961	ENSG00000162729
HUMAN01962	ENSG00000018625
HUMAN01963	ENSG00000132681
HUMAN01964	ENSG00000143318
HUMAN01965	ENSG00000162734
HUMAN01969	ENSG00000258465
HUMAN01971	ENSG00000162735
HUMAN01972	ENSG00000122218
HUMAN01973	ENSG00000162736
HUMAN01976	ENSG00000171786
HUMAN01977	ENSG00000162738
HUMAN01978	ENSG00000162739
HUMAN01979	ENSG00000066294
HUMAN01981	ENSG00000117090
HUMAN01982	ENSG00000117091
HUMAN01985	ENSG00000026751
HUMAN01987	ENSG00000122224
HUMAN01990	ENSG00000122223
HUMAN01991	ENSG00000179914
HUMAN01992	ENSG00000158764
HUMAN01993	ENSG00000158769
HUMAN01996	ENSG00000215845
HUMAN01997	ENSG00000158773
HUMAN01998	ENSG00000186517
HUMAN02000	ENSG00000278883
HUMAN02001	ENSG00000143217
HUMAN02002	ENSG00000162755
HUMAN02003	ENSG00000143256
HUMAN02004	ENSG00000158793
HUMAN02005	ENSG00000158796
HUMAN02006	ENSG00000143222
HUMAN02007	ENSG00000143258
HUMAN02008	ENSG00000143224
HUMAN02010	ENSG00000158850
HUMAN02011	ENSG00000158859
HUMAN02012	ENSG00000158864
HUMAN02014	ENSG00000158869
HUMAN02016	ENSG00000158874
HUMAN02017	ENSG00000158882
HUMAN02018	ENSG00000143257
HUMAN02022	ENSG00000248485
HUMAN02023	ENSG00000158887
HUMAN02024	ENSG00000143252
HUMAN02028	ENSG00000188931
HUMAN02029	ENSG00000143226
HUMAN02032	ENSG00000173110
HUMAN02033	ENSG00000203747
HUMAN02034	ENSG00000244682
HUMAN02035	ENSG00000162747
HUMAN02036	ENSG00000072694
HUMAN02037	ENSG00000132185
HUMAN02038	ENSG00000162746
HUMAN02039	ENSG00000081721
HUMAN02041	ENSG00000118217
HUMAN02042	ENSG00000162745
HUMAN02043	ENSG00000198929
HUMAN02046	ENSG00000239887
HUMAN02047	ENSG00000171722
HUMAN02049	ENSG00000198574
HUMAN02050	ENSG00000152332
HUMAN02051	ENSG00000117143
HUMAN02052	ENSG00000162733
HUMAN02055	ENSG00000132196
HUMAN02057	ENSG00000185860
HUMAN02058	ENSG00000117152
HUMAN02060	ENSG00000143248
HUMAN02061	ENSG00000143228
HUMAN02063	ENSG00000185630
HUMAN02064	ENSG00000162761
HUMAN02065	ENSG00000143171
HUMAN02066	ENSG00000162763
HUMAN02068	ENSG00000143198
HUMAN02069	ENSG00000143149
HUMAN02070	ENSG00000143183
HUMAN02072	ENSG00000143179
HUMAN02073	ENSG00000188859
HUMAN02074	ENSG00000143157
HUMAN02075	ENSG00000152382
HUMAN02076	ENSG00000143195
HUMAN02077	ENSG00000143194
HUMAN02078	ENSG00000143167
HUMAN02080	ENSG00000198842
HUMAN02081	ENSG00000143190
HUMAN02083	ENSG00000198821
HUMAN02084	ENSG00000143162
HUMAN02085	ENSG00000198771
HUMAN02086	ENSG00000197965
HUMAN02087	ENSG00000143199
HUMAN02089	ENSG00000143158
HUMAN02090	ENSG00000143164
HUMAN02092	ENSG00000143147
HUMAN02093	ENSG00000143155
HUMAN02094	ENSG00000213064
HUMAN02095	ENSG00000143178
HUMAN02097	ENSG00000143185
HUMAN02098	ENSG00000143184
HUMAN02099	ENSG00000143196
HUMAN02100	ENSG00000143153
HUMAN02101	ENSG00000143156
HUMAN02103	ENSG00000117475
HUMAN02104	ENSG00000117477
HUMAN02105	ENSG00000117479
HUMAN02106	ENSG00000198734
HUMAN02107	ENSG00000174175
HUMAN02109	ENSG00000000460
HUMAN02110	ENSG00000188404
HUMAN02111	ENSG00000007908
HUMAN02112	ENSG00000171806
HUMAN02113	ENSG00000000457
HUMAN02114	ENSG00000075945
HUMAN02115	ENSG00000203740
HUMAN02116	ENSG00000120370
HUMAN02118	ENSG00000116132
HUMAN02119	ENSG00000117501
HUMAN02120	ENSG00000007933
HUMAN02122	ENSG00000094963
HUMAN02124	ENSG00000010932
HUMAN02125	ENSG00000076258
HUMAN02126	ENSG00000117523
HUMAN02127	ENSG00000283683
HUMAN02128	ENSG00000034971
HUMAN02129	ENSG00000117533
HUMAN02130	ENSG00000010165
HUMAN02131	ENSG00000197959
HUMAN02132	ENSG00000135845
HUMAN02133	ENSG00000180999
HUMAN02137	ENSG00000094975
HUMAN02138	ENSG00000117560
HUMAN02139	ENSG00000120337
HUMAN02140	ENSG00000117586
HUMAN02141	ENSG00000117592
HUMAN02142	ENSG00000162753
HUMAN02143	ENSG00000183831
HUMAN02144	ENSG00000232113
HUMAN02145	ENSG00000076321
HUMAN02146	ENSG00000120334
HUMAN02147	ENSG00000117593
HUMAN02148	ENSG00000185278
HUMAN02149	ENSG00000117601
HUMAN02150	ENSG00000135870
HUMAN02152	ENSG00000152061
HUMAN02159	ENSG00000203737
HUMAN02160	ENSG00000116161
HUMAN02161	ENSG00000120333
HUMAN02163	ENSG00000120332
HUMAN02164	ENSG00000235750
HUMAN02166	ENSG00000116147
HUMAN02167	ENSG00000143207
HUMAN02169	ENSG00000116183
HUMAN02170	ENSG00000152092
HUMAN02171	ENSG00000198797
HUMAN02172	ENSG00000120341
HUMAN02173	ENSG00000075391
HUMAN02174	ENSG00000188585
HUMAN02175	ENSG00000240021
HUMAN02179	ENSG00000116191
HUMAN02181	ENSG00000116194
HUMAN02182	ENSG00000116199
HUMAN02183	ENSG00000186283
HUMAN02185	ENSG00000143322
HUMAN02186	ENSG00000057252
HUMAN02187	ENSG00000162779
HUMAN02188	ENSG00000116218
HUMAN02189	ENSG00000162782
HUMAN02190	ENSG00000143340
HUMAN02191	ENSG00000169905
HUMAN02193	ENSG00000143337
HUMAN02195	ENSG00000135837
HUMAN02196	ENSG00000116260
HUMAN02197	ENSG00000121454
HUMAN02198	ENSG00000230124
HUMAN02199	ENSG00000143324
HUMAN02200	ENSG00000135835
HUMAN02201	ENSG00000135823
HUMAN02202	ENSG00000153029
HUMAN02203	ENSG00000162783
HUMAN02204	ENSG00000198216
HUMAN02205	ENSG00000179930
HUMAN02206	ENSG00000135821
HUMAN02207	ENSG00000203730
HUMAN02209	ENSG00000121446
HUMAN02212	ENSG00000135828
HUMAN02213	ENSG00000143333
HUMAN02214	ENSG00000135824
HUMAN02218	ENSG00000135838
HUMAN02219	ENSG00000135829
HUMAN02220	ENSG00000157060
HUMAN02221	ENSG00000135862
HUMAN02222	ENSG00000058085
HUMAN02223	ENSG00000157064
HUMAN02227	ENSG00000116698
HUMAN02228	ENSG00000116701
HUMAN02229	ENSG00000162704
HUMAN02230	ENSG00000143344
HUMAN02231	ENSG00000173627
HUMAN02232	ENSG00000198756
HUMAN02233	ENSG00000198860
HUMAN02235	ENSG00000116667
HUMAN02236	ENSG00000116406
HUMAN02238	ENSG00000135842
HUMAN02239	ENSG00000121481
HUMAN02240	ENSG00000121486
HUMAN02241	ENSG00000116668
HUMAN02242	ENSG00000116679
HUMAN02245	ENSG00000143341
HUMAN02246	ENSG00000116690
HUMAN02247	ENSG00000047410
HUMAN02249	ENSG00000157181
HUMAN02252	ENSG00000116703
HUMAN02253	ENSG00000073756
HUMAN02254	ENSG00000116711
HUMAN02255	ENSG00000162670
HUMAN02256	ENSG00000150681
HUMAN02257	ENSG00000253148
HUMAN02258	ENSG00000090104
HUMAN02260	ENSG00000127074
HUMAN02261	ENSG00000116741
HUMAN02263	ENSG00000116750
HUMAN02265	ENSG00000116747
HUMAN02267	ENSG00000023572
HUMAN02269	ENSG00000134371
HUMAN02270	ENSG00000162630
HUMAN02271	ENSG00000162687
HUMAN02272	ENSG00000000971
HUMAN02273	ENSG00000116785
HUMAN02275	ENSG00000276911
HUMAN02276	ENSG00000244414
HUMAN02277	ENSG00000134365
HUMAN02278	ENSG00000134389
HUMAN02279	ENSG00000143278
HUMAN02280	ENSG00000066279
HUMAN02281	ENSG00000177888
HUMAN02282	ENSG00000134376
HUMAN02283	ENSG00000213047
HUMAN02284	ENSG00000203724
