HUMAN00001	ENST00000335137
HUMAN00592	ENST00000263697
HUMAN00592	ENST00000645856
HUMAN00594	ENST00000335514
HUMAN00594	ENST00000497986
HUMAN00594	ENST00000465645
HUMAN00594	ENST00000642464
HUMAN00594	ENST00000647074
HUMAN00594	ENST00000647380
HUMAN00596	ENST00000253063
HUMAN00596	ENST00000645231
HUMAN00597	ENST00000373842
HUMAN00597	ENST00000398997
HUMAN00597	ENST00000645794
HUMAN00597	ENST00000647352
HUMAN00600	ENST00000373836
HUMAN00600	ENST00000493669
HUMAN00600	ENST00000373839
HUMAN00602	ENST00000373831
HUMAN00602	ENST00000373832
HUMAN00602	ENST00000373833
HUMAN00602	ENST00000398958
HUMAN00602	ENST00000649185
HUMAN00604	ENST00000373830
HUMAN00605	ENST00000373824
HUMAN00605	ENST00000263974
HUMAN00606	ENST00000373826
HUMAN00606	ENST00000465518
HUMAN00607	ENST00000294409
HUMAN00607	ENST00000361872
HUMAN00607	ENST00000373816
HUMAN00608	ENST00000542507
HUMAN00608	ENST00000373812
HUMAN00608	ENST00000541996
HUMAN00609	ENST00000234961
HUMAN00610	ENST00000343067
HUMAN00610	ENST00000347529
HUMAN00610	ENST00000373797
HUMAN00610	ENST00000373798
HUMAN00610	ENST00000373800
HUMAN00610	ENST00000642260
HUMAN00612	ENST00000521452
HUMAN00612	ENST00000420504
HUMAN00613	ENST00000373795
HUMAN00616	ENST00000263702
HUMAN00616	ENST00000373791
HUMAN00618	ENST00000345512
HUMAN00618	ENST00000373779
HUMAN00618	ENST00000428026
HUMAN00618	ENST00000460170
HUMAN00619	ENST00000373765
HUMAN00620	ENST00000294507
HUMAN00621	ENST00000339394
HUMAN00622	ENST00000373741
HUMAN00624	ENST00000373736
HUMAN00625	ENST00000263694
HUMAN00630	ENST00000627541
HUMAN00631	ENST00000373713
HUMAN00631	ENST00000482018
HUMAN00632	ENST00000373710
HUMAN00632	ENST00000373709
HUMAN00632	ENST00000536384
HUMAN00632	ENST00000536859
HUMAN00633	ENST00000271064
HUMAN00633	ENST00000457433
HUMAN00634	ENST00000403528
HUMAN00634	ENST00000373706
HUMAN00635	ENST00000373703
HUMAN00636	ENST00000373672
HUMAN00637	ENST00000373658
HUMAN00637	ENST00000373655
HUMAN00637	ENST00000527361
HUMAN00638	ENST00000360482
HUMAN00638	ENST00000257100
HUMAN00638	ENST00000533231
HUMAN00640	ENST00000602725
HUMAN00640	ENST00000457805
HUMAN00640	ENST00000602683
HUMAN00640	ENST00000647444
HUMAN00640	ENST00000649841
HUMAN00642	ENST00000327300
HUMAN00642	ENST00000492989
HUMAN00643	ENST00000336294
HUMAN00644	ENST00000373625
HUMAN00645	ENST00000373610
HUMAN00645	ENST00000373609
HUMAN00647	ENST00000421922
HUMAN00647	ENST00000373602
HUMAN00648	ENST00000537469
HUMAN00648	ENST00000291358
HUMAN00649	ENST00000409358
HUMAN00651	ENST00000373593
HUMAN00651	ENST00000489170
HUMAN00651	ENST00000491434
HUMAN00651	ENST00000309777
HUMAN00651	ENST00000344461
HUMAN00651	ENST00000461402
HUMAN00651	ENST00000483001
HUMAN00654	ENST00000373586
HUMAN00655	ENST00000373582
HUMAN00659	ENST00000333070
HUMAN00659	ENST00000336890
HUMAN00659	ENST00000619559
HUMAN00660	ENST00000373548
HUMAN00661	ENST00000329421
HUMAN00662	ENST00000373534
HUMAN00663	ENST00000432622
HUMAN00665	ENST00000341071
HUMAN00665	ENST00000419121
HUMAN00665	ENST00000444377
HUMAN00665	ENST00000446293
HUMAN00665	ENST00000455895
HUMAN00665	ENST00000526031
HUMAN00666	ENST00000480336
HUMAN00666	ENST00000609129
HUMAN00667	ENST00000373510
HUMAN00669	ENST00000468695
HUMAN00674	ENST00000373493
HUMAN00674	ENST00000373485
HUMAN00674	ENST00000414241
HUMAN00674	ENST00000458695
HUMAN00676	ENST00000409190
HUMAN00676	ENST00000373484
HUMAN00677	ENST00000294521
HUMAN00677	ENST00000401073
HUMAN00677	ENST00000373480
HUMAN00677	ENST00000373481
HUMAN00679	ENST00000373477
HUMAN00680	ENST00000373476
HUMAN00680	ENST00000373475
HUMAN00681	ENST00000373471
HUMAN00683	ENST00000373467
HUMAN00684	ENST00000373463
HUMAN00684	ENST00000329151
HUMAN00685	ENST00000373456
HUMAN00685	ENST00000235150
HUMAN00685	ENST00000356990
HUMAN00686	ENST00000354858
HUMAN00686	ENST00000373449
HUMAN00686	ENST00000672715
HUMAN00689	ENST00000373441
HUMAN00689	ENST00000294517
HUMAN00689	ENST00000373443
HUMAN00690	ENST00000291416
HUMAN00690	ENST00000543586
HUMAN00691	ENST00000539719
HUMAN00691	ENST00000373428
HUMAN00692	ENST00000442999
HUMAN00693	ENST00000257118
HUMAN00693	ENST00000373418
HUMAN00694	ENST00000361328
HUMAN00694	ENST00000373413
HUMAN00695	ENST00000373381
HUMAN00695	ENST00000241312
HUMAN00695	ENST00000373380
HUMAN00695	ENST00000373388
HUMAN00697	ENST00000519684
HUMAN00697	ENST00000522796
HUMAN00698	ENST00000488417
HUMAN00698	ENST00000373374
HUMAN00699	ENST00000521580
HUMAN00699	ENST00000417239
HUMAN00699	ENST00000423898
HUMAN00699	ENST00000446026
HUMAN00699	ENST00000456842
HUMAN00700	ENST00000338513
HUMAN00701	ENST00000339480
HUMAN00702	ENST00000373366
HUMAN00702	ENST00000373362
HUMAN00703	ENST00000342280
HUMAN00704	ENST00000373347
HUMAN00704	ENST00000235180
HUMAN00705	ENST00000373337
HUMAN00706	ENST00000317538
HUMAN00706	ENST00000357182
HUMAN00706	ENST00000373333
HUMAN00708	ENST00000611874
HUMAN00708	ENST00000359858
HUMAN00708	ENST00000373330
HUMAN00708	ENST00000650449
HUMAN00709	ENST00000357214
HUMAN00710	ENST00000314607
HUMAN00711	ENST00000325722
HUMAN00712	ENST00000356090
HUMAN00712	ENST00000373243
HUMAN00712	ENST00000373253
HUMAN00713	ENST00000373235
HUMAN00714	ENST00000373237
HUMAN00715	ENST00000270815
HUMAN00716	ENST00000318121
HUMAN00716	ENST00000251195
HUMAN00716	ENST00000373220
HUMAN00717	ENST00000373210
HUMAN00718	ENST00000373204
HUMAN00720	ENST00000373191
HUMAN00720	ENST00000246314
HUMAN00721	ENST00000207457
HUMAN00723	ENST00000373178
HUMAN00724	ENST00000397799
HUMAN00724	ENST00000303143
HUMAN00725	ENST00000616395
HUMAN00727	ENST00000373151
HUMAN00727	ENST00000316156
HUMAN00727	ENST00000373150
HUMAN00728	ENST00000354618
HUMAN00728	ENST00000469141
HUMAN00729	ENST00000453908
HUMAN00729	ENST00000505871
HUMAN00730	ENST00000270824
HUMAN00731	ENST00000359297
HUMAN00731	ENST00000373130
HUMAN00731	ENST00000373129
HUMAN00731	ENST00000373132
HUMAN00733	ENST00000315732
HUMAN00735	ENST00000354267
HUMAN00735	ENST00000356637
HUMAN00735	ENST00000235532
HUMAN00738	ENST00000373116
HUMAN00739	ENST00000373103
HUMAN00739	ENST00000331941
HUMAN00739	ENST00000361632
HUMAN00739	ENST00000373104
HUMAN00739	ENST00000373106
HUMAN00740	ENST00000373091
HUMAN00740	ENST00000373093
HUMAN00741	ENST00000373087
HUMAN00743	ENST00000373075
HUMAN00743	ENST00000296214
HUMAN00743	ENST00000373073
HUMAN00743	ENST00000448519
HUMAN00744	ENST00000296215
HUMAN00745	ENST00000296218
HUMAN00746	ENST00000373062
HUMAN00748	ENST00000356545
HUMAN00748	ENST00000401068
HUMAN00748	ENST00000612451
HUMAN00748	ENST00000615459
HUMAN00749	ENST00000358011
HUMAN00749	ENST00000464085
HUMAN00749	ENST00000494120
HUMAN00750	ENST00000373055
HUMAN00750	ENST00000327331
HUMAN00752	ENST00000427468
HUMAN00753	ENST00000373045
HUMAN00753	ENST00000329006
HUMAN00753	ENST00000397631
HUMAN00754	ENST00000373044
HUMAN00755	ENST00000373042
HUMAN00755	ENST00000373043
HUMAN00755	ENST00000468084
HUMAN00756	ENST00000373036
HUMAN00757	ENST00000373023
HUMAN00757	ENST00000373024
HUMAN00757	ENST00000373026
HUMAN00757	ENST00000373027
HUMAN00759	ENST00000373019
HUMAN00760	ENST00000373016
HUMAN00761	ENST00000373014
HUMAN00762	ENST00000373012
HUMAN00763	ENST00000373001
HUMAN00765	ENST00000621281
HUMAN00766	ENST00000360786
HUMAN00766	ENST00000357771
HUMAN00767	ENST00000372990
HUMAN00767	ENST00000289248
HUMAN00767	ENST00000540558
HUMAN00768	ENST00000432648
HUMAN00768	ENST00000446189
HUMAN00769	ENST00000372969
HUMAN00769	ENST00000372967
HUMAN00773	ENST00000530262
HUMAN00776	ENST00000331593
HUMAN00777	ENST00000372858
HUMAN00777	ENST00000372856
HUMAN00777	ENST00000372857
HUMAN00779	ENST00000372852
HUMAN00780	ENST00000235628
HUMAN00781	ENST00000372844
HUMAN00781	ENST00000617690
HUMAN00782	ENST00000372830
HUMAN00782	ENST00000324379
HUMAN00782	ENST00000356511
HUMAN00783	ENST00000372827
HUMAN00784	ENST00000327582
HUMAN00785	ENST00000316891
HUMAN00785	ENST00000372818
HUMAN00785	ENST00000441669
HUMAN00785	ENST00000537440
HUMAN00787	ENST00000372815
HUMAN00787	ENST00000397332
HUMAN00787	ENST00000372816
HUMAN00789	ENST00000372809
HUMAN00789	ENST00000372811
HUMAN00790	ENST00000372797
HUMAN00790	ENST00000340450
HUMAN00790	ENST00000372792
HUMAN00790	ENST00000372798
HUMAN00790	ENST00000372802
HUMAN00790	ENST00000372805
HUMAN00791	ENST00000433473
HUMAN00791	ENST00000449045
HUMAN00791	ENST00000529905
HUMAN00791	ENST00000642050
HUMAN00793	ENST00000372771
HUMAN00794	ENST00000372766
HUMAN00795	ENST00000372759
HUMAN00796	ENST00000372748
HUMAN00798	ENST00000372718
HUMAN00798	ENST00000372708
HUMAN00798	ENST00000539317
HUMAN00799	ENST00000411995
HUMAN00799	ENST00000361584
HUMAN00800	ENST00000372706
HUMAN00800	ENST00000372705
HUMAN00801	ENST00000358527
HUMAN00801	ENST00000296380
HUMAN00801	ENST00000372703
HUMAN00802	ENST00000372699
HUMAN00802	ENST00000648542
HUMAN00804	ENST00000372684
HUMAN00804	ENST00000372683
HUMAN00806	ENST00000308733
HUMAN00806	ENST00000372651
HUMAN00806	ENST00000372652
HUMAN00806	ENST00000372653
HUMAN00806	ENST00000372654
HUMAN00806	ENST00000425457
HUMAN00806	ENST00000427410
HUMAN00806	ENST00000440226
HUMAN00806	ENST00000447388
HUMAN00806	ENST00000456393
HUMAN00808	ENST00000347132
HUMAN00808	ENST00000509682
HUMAN00809	ENST00000372638
HUMAN00810	ENST00000372621
HUMAN00810	ENST00000372616
HUMAN00810	ENST00000649124
HUMAN00810	ENST00000650070
HUMAN00811	ENST00000302946
HUMAN00811	ENST00000359345
HUMAN00811	ENST00000372611
HUMAN00811	ENST00000372613
HUMAN00811	ENST00000439569
HUMAN00812	ENST00000397174
HUMAN00812	ENST00000326197
HUMAN00812	ENST00000337495
HUMAN00812	ENST00000361191
HUMAN00812	ENST00000361705
HUMAN00812	ENST00000372595
HUMAN00812	ENST00000372596
HUMAN00812	ENST00000372597
HUMAN00812	ENST00000397171
HUMAN00812	ENST00000402904
HUMAN00812	ENST00000456518
HUMAN00813	ENST00000372591
HUMAN00814	ENST00000372587
HUMAN00815	ENST00000372583
HUMAN00815	ENST00000372584
HUMAN00815	ENST00000643665
HUMAN00816	ENST00000372581
HUMAN00817	ENST00000357001
HUMAN00818	ENST00000372572
HUMAN00818	ENST00000361346
HUMAN00818	ENST00000361776
HUMAN00818	ENST00000372573
HUMAN00818	ENST00000545068
HUMAN00820	ENST00000431473
HUMAN00821	ENST00000372565
HUMAN00822	ENST00000372561
HUMAN00822	ENST00000372562
HUMAN00823	ENST00000428554
HUMAN00823	ENST00000342022
HUMAN00825	ENST00000304979
HUMAN00825	ENST00000372550
HUMAN00828	ENST00000321358
HUMAN00830	ENST00000296387
HUMAN00830	ENST00000539749
HUMAN00830	ENST00000372539
HUMAN00832	ENST00000236040
HUMAN00832	ENST00000296388
HUMAN00832	ENST00000397054
HUMAN00834	ENST00000372525
HUMAN00836	ENST00000536543
HUMAN00837	ENST00000372522
HUMAN00837	ENST00000372521
HUMAN00838	ENST00000372517
HUMAN00838	ENST00000372514
HUMAN00839	ENST00000372502
HUMAN00839	ENST00000372506
HUMAN00839	ENST00000372507
HUMAN00839	ENST00000372508
HUMAN00839	ENST00000651192
HUMAN00841	ENST00000426263
HUMAN00844	ENST00000409396
HUMAN00845	ENST00000431635
HUMAN00846	ENST00000610710
HUMAN00848	ENST00000439858
HUMAN00848	ENST00000432792
HUMAN00849	ENST00000523677
HUMAN00849	ENST00000423420
HUMAN00850	ENST00000372476
HUMAN00850	ENST00000538015
HUMAN00851	ENST00000372470
HUMAN00852	ENST00000310955
HUMAN00852	ENST00000372462
HUMAN00853	ENST00000372458
HUMAN00853	ENST00000413844
HUMAN00853	ENST00000621943
HUMAN00854	ENST00000290663
HUMAN00854	ENST00000372455
HUMAN00854	ENST00000372457
HUMAN00855	ENST00000634258
HUMAN00855	ENST00000372450
HUMAN00855	ENST00000562955
HUMAN00857	ENST00000486909
HUMAN00858	ENST00000359947
HUMAN00858	ENST00000438120
HUMAN00860	ENST00000372396
HUMAN00861	ENST00000262915
HUMAN00861	ENST00000489897
HUMAN00861	ENST00000533997
HUMAN00861	ENST00000330208
HUMAN00861	ENST00000335430
HUMAN00861	ENST00000347631
HUMAN00861	ENST00000351035
HUMAN00861	ENST00000353126
HUMAN00861	ENST00000361392
HUMAN00861	ENST00000361400
HUMAN00861	ENST00000361812
HUMAN00861	ENST00000372362
HUMAN00861	ENST00000372365
HUMAN00861	ENST00000372366
HUMAN00861	ENST00000372367
HUMAN00861	ENST00000372369
HUMAN00861	ENST00000372372
HUMAN00861	ENST00000372374
HUMAN00861	ENST00000469715
HUMAN00861	ENST00000490541
HUMAN00861	ENST00000528371
HUMAN00861	ENST00000530581
HUMAN00861	ENST00000531451
HUMAN00861	ENST00000531816
HUMAN00861	ENST00000531993
HUMAN00861	ENST00000533212
HUMAN00861	ENST00000545417
HUMAN00861	ENST00000642504
HUMAN00861	ENST00000642934
HUMAN00861	ENST00000642949
HUMAN00861	ENST00000644195
HUMAN00861	ENST00000645142
HUMAN00861	ENST00000645165
HUMAN00861	ENST00000645640
HUMAN00861	ENST00000646971
HUMAN00867	ENST00000438616
HUMAN00867	ENST00000372354
HUMAN00867	ENST00000372359
HUMAN00867	ENST00000414809
HUMAN00867	ENST00000498139
HUMAN00868	ENST00000372343
HUMAN00870	ENST00000255108
HUMAN00870	ENST00000396758
HUMAN00873	ENST00000471859
HUMAN00876	ENST00000309519
HUMAN00876	ENST00000356836
HUMAN00876	ENST00000372324
HUMAN00876	ENST00000434555
HUMAN00878	ENST00000372318
HUMAN00881	ENST00000372306
HUMAN00883	ENST00000372299
HUMAN00884	ENST00000634670
HUMAN00885	ENST00000361745
HUMAN00885	ENST00000315913
HUMAN00885	ENST00000372289
HUMAN00887	ENST00000456170
HUMAN00890	ENST00000355387
HUMAN00890	ENST00000361799
HUMAN00890	ENST00000372247
HUMAN00894	ENST00000372237
HUMAN00895	ENST00000458657
HUMAN00895	ENST00000535358
HUMAN00896	ENST00000372224
HUMAN00896	ENST00000372217
HUMAN00898	ENST00000396651
HUMAN00899	ENST00000372207
HUMAN00900	ENST00000372201
HUMAN00901	ENST00000339355
HUMAN00902	ENST00000439563
HUMAN00902	ENST00000450269
HUMAN00905	ENST00000372192
HUMAN00905	ENST00000447098
HUMAN00906	ENST00000360403
HUMAN00906	ENST00000372183
HUMAN00906	ENST00000620860
HUMAN00908	ENST00000372172
HUMAN00908	ENST00000372168
HUMAN00909	ENST00000246337
HUMAN00910	ENST00000359600
HUMAN00911	ENST00000334815
HUMAN00912	ENST00000450313
HUMAN00914	ENST00000372090
HUMAN00915	ENST00000372086
HUMAN00915	ENST00000372084
HUMAN00916	ENST00000629482
HUMAN00917	ENST00000401061
HUMAN00918	ENST00000262746
HUMAN00918	ENST00000319248
HUMAN00919	ENST00000372070
HUMAN00919	ENST00000351829
HUMAN00919	ENST00000621846
HUMAN00922	ENST00000350030
HUMAN00922	ENST00000351223
HUMAN00922	ENST00000537798
HUMAN00923	ENST00000528266
HUMAN00923	ENST00000421127
HUMAN00923	ENST00000445048
HUMAN00924	ENST00000290795
HUMAN00924	ENST00000355105
HUMAN00925	ENST00000372025
HUMAN00926	ENST00000396478
HUMAN00926	ENST00000359942
HUMAN00927	ENST00000361297
HUMAN00928	ENST00000425892
HUMAN00929	ENST00000540385
HUMAN00930	ENST00000372003
HUMAN00931	ENST00000506599
HUMAN00932	ENST00000371992
HUMAN00932	ENST00000371984
HUMAN00933	ENST00000371980
HUMAN00934	ENST00000442598
HUMAN00934	ENST00000371975
HUMAN00934	ENST00000671528
HUMAN00936	ENST00000617190
HUMAN00936	ENST00000343304
HUMAN00937	ENST00000311672
HUMAN00942	ENST00000498008
HUMAN00943	ENST00000243167
HUMAN00944	ENST00000371956
HUMAN00944	ENST00000360032
HUMAN00945	ENST00000634804
HUMAN00946	ENST00000481882
HUMAN00946	ENST00000396314
HUMAN00947	ENST00000371946
HUMAN00952	ENST00000271139
HUMAN00953	ENST00000576409
HUMAN00953	ENST00000371937
HUMAN00956	ENST00000334122
HUMAN00957	ENST00000371933
HUMAN00957	ENST00000672422
HUMAN00959	ENST00000371923
HUMAN00959	ENST00000271153
HUMAN00961	ENST00000371904
HUMAN00962	ENST00000371901
HUMAN00963	ENST00000334194
HUMAN00964	ENST00000620131
HUMAN00965	ENST00000294338
HUMAN00965	ENST00000371885
HUMAN00966	ENST00000371884
HUMAN00966	ENST00000294339
HUMAN00967	ENST00000371877
HUMAN00967	ENST00000360380
HUMAN00969	ENST00000371873
HUMAN00970	ENST00000335071
HUMAN00971	ENST00000334793
HUMAN00972	ENST00000606738
HUMAN00974	ENST00000236495
HUMAN00974	ENST00000438567
HUMAN00974	ENST00000533824
HUMAN00976	ENST00000371847
HUMAN00976	ENST00000371843
HUMAN00978	ENST00000371839
HUMAN00980	ENST00000371833
HUMAN00981	ENST00000357083
HUMAN00982	ENST00000418121
HUMAN00982	ENST00000404795
HUMAN00983	ENST00000396153
HUMAN00984	ENST00000262662
HUMAN00984	ENST00000371761
HUMAN00984	ENST00000396148
HUMAN00985	ENST00000371759
HUMAN00986	ENST00000242719
HUMAN00987	ENST00000262676
HUMAN00987	ENST00000447632
HUMAN00987	ENST00000371750
HUMAN00987	ENST00000413473
HUMAN00987	ENST00000530004
HUMAN00990	ENST00000371733
HUMAN00992	ENST00000447887
HUMAN00992	ENST00000361556
HUMAN00992	ENST00000371714
HUMAN00992	ENST00000428468
HUMAN00992	ENST00000453295
HUMAN00992	ENST00000462759
HUMAN00992	ENST00000486942
HUMAN00992	ENST00000531828
HUMAN00998	ENST00000354831
HUMAN00998	ENST00000352171
HUMAN00999	ENST00000371655
HUMAN01000	ENST00000371626
HUMAN01001	ENST00000371614
HUMAN01002	ENST00000313334
HUMAN01002	ENST00000472944
HUMAN01002	ENST00000489308
HUMAN01004	ENST00000287727
HUMAN01004	ENST00000357206
HUMAN01004	ENST00000371591
HUMAN01005	ENST00000371586
HUMAN01005	ENST00000284376
HUMAN01006	ENST00000371568
HUMAN01006	ENST00000371566
HUMAN01007	ENST00000257181
HUMAN01009	ENST00000257177
HUMAN01011	ENST00000361314
HUMAN01012	ENST00000517870
HUMAN01013	ENST00000371538
HUMAN01014	ENST00000294353
HUMAN01015	ENST00000371528
HUMAN01015	ENST00000371532
HUMAN01015	ENST00000612017
HUMAN01016	ENST00000371522
HUMAN01016	ENST00000358358
HUMAN01020	ENST00000371514
HUMAN01020	ENST00000371509
HUMAN01020	ENST00000371513
HUMAN01020	ENST00000407246
HUMAN01020	ENST00000408941
HUMAN01020	ENST00000430330
HUMAN01020	ENST00000435345
HUMAN01020	ENST00000488965
HUMAN01020	ENST00000528311
HUMAN01022	ENST00000312553
HUMAN01022	ENST00000371500
HUMAN01022	ENST00000395871
HUMAN01022	ENST00000618387
HUMAN01023	ENST00000620347
HUMAN01024	ENST00000637252
HUMAN01026	ENST00000294360
HUMAN01027	ENST00000371470
HUMAN01027	ENST00000371466
HUMAN01028	ENST00000306052
HUMAN01028	ENST00000347547
HUMAN01028	ENST00000354412
HUMAN01028	ENST00000371454
HUMAN01030	ENST00000371445
HUMAN01031	ENST00000628545
HUMAN01032	ENST00000371429
HUMAN01033	ENST00000464950
HUMAN01033	ENST00000072644
HUMAN01033	ENST00000371399
HUMAN01034	ENST00000361921
HUMAN01034	ENST00000322679
HUMAN01034	ENST00000388876
HUMAN01034	ENST00000525202
HUMAN01034	ENST00000532493
HUMAN01036	ENST00000194214
HUMAN01037	ENST00000371370
HUMAN01037	ENST00000319223
HUMAN01038	ENST00000371360
HUMAN01038	ENST00000420619
HUMAN01038	ENST00000371362
HUMAN01038	ENST00000545928
HUMAN01040	ENST00000234831
HUMAN01043	ENST00000391366
HUMAN01045	ENST00000371330
HUMAN01046	ENST00000534324
HUMAN01046	ENST00000287899
HUMAN01049	ENST00000605337
HUMAN01051	ENST00000371320
HUMAN01051	ENST00000357475
HUMAN01051	ENST00000371319
HUMAN01053	ENST00000371316
HUMAN01053	ENST00000343744
HUMAN01054	ENST00000302250
HUMAN01054	ENST00000371304
HUMAN01055	ENST00000414150
HUMAN01056	ENST00000371281
HUMAN01057	ENST00000371279
HUMAN01058	ENST00000371276
HUMAN01058	ENST00000371274
HUMAN01060	ENST00000371273
HUMAN01060	ENST00000358193
HUMAN01061	ENST00000371269
HUMAN01061	ENST00000436604
HUMAN01062	ENST00000371268
HUMAN01063	ENST00000371265
HUMAN01063	ENST00000651561
HUMAN01064	ENST00000302118
HUMAN01065	ENST00000294383
HUMAN01068	ENST00000371250
HUMAN01069	ENST00000371244
HUMAN01070	ENST00000343433
HUMAN01071	ENST00000361249
HUMAN01072	ENST00000371237
HUMAN01073	ENST00000371231
HUMAN01073	ENST00000371230
HUMAN01073	ENST00000371236
HUMAN01073	ENST00000414851
HUMAN01073	ENST00000420954
HUMAN01074	ENST00000371226
HUMAN01075	ENST00000371225
HUMAN01076	ENST00000472487
HUMAN01076	ENST00000622766
HUMAN01077	ENST00000371222
HUMAN01078	ENST00000371218
HUMAN01078	ENST00000303721
HUMAN01078	ENST00000371210
HUMAN01078	ENST00000371212
HUMAN01078	ENST00000635156
HUMAN01079	ENST00000371208
HUMAN01080	ENST00000371204
HUMAN01081	ENST00000371201
HUMAN01082	ENST00000371189
HUMAN01082	ENST00000371187
HUMAN01082	ENST00000403491
HUMAN01082	ENST00000407417
HUMAN01084	ENST00000371180
HUMAN01087	ENST00000371158
HUMAN01087	ENST00000484937
HUMAN01089	ENST00000498273
HUMAN01090	ENST00000371153
HUMAN01090	ENST00000354381
HUMAN01091	ENST00000371146
HUMAN01091	ENST00000339950
HUMAN01092	ENST00000635253
HUMAN01092	ENST00000251157
HUMAN01092	ENST00000340370
HUMAN01092	ENST00000404627
HUMAN01092	ENST00000454575
HUMAN01092	ENST00000634264
HUMAN01092	ENST00000635123
HUMAN01095	ENST00000371129
HUMAN01096	ENST00000317868
HUMAN01096	ENST00000371120
HUMAN01097	ENST00000371116
HUMAN01099	ENST00000263440
HUMAN01100	ENST00000371092
HUMAN01100	ENST00000271002
HUMAN01100	ENST00000489099
HUMAN01101	ENST00000371088
HUMAN01103	ENST00000371083
HUMAN01103	ENST00000371084
HUMAN01103	ENST00000540265
HUMAN01104	ENST00000371079
HUMAN01104	ENST00000371080
HUMAN01105	ENST00000611228
HUMAN01105	ENST00000371076
HUMAN01106	ENST00000290039
HUMAN01107	ENST00000294428
HUMAN01107	ENST00000371072
HUMAN01108	ENST00000342505
HUMAN01108	ENST00000671929
HUMAN01108	ENST00000671954
HUMAN01108	ENST00000672179
HUMAN01108	ENST00000672247
HUMAN01108	ENST00000672434
HUMAN01109	ENST00000545314
HUMAN01109	ENST00000327299
HUMAN01109	ENST00000395334
HUMAN01110	ENST00000371069
HUMAN01110	ENST00000263441
HUMAN01110	ENST00000395325
HUMAN01111	ENST00000613538
HUMAN01112	ENST00000349533
HUMAN01112	ENST00000344610
HUMAN01112	ENST00000371058
HUMAN01112	ENST00000371059
HUMAN01112	ENST00000371060
HUMAN01112	ENST00000616738
HUMAN01114	ENST00000329654
HUMAN01114	ENST00000423207
HUMAN01114	ENST00000341517
HUMAN01114	ENST00000371045
HUMAN01114	ENST00000480109
HUMAN01116	ENST00000237247
HUMAN01116	ENST00000371037
HUMAN01116	ENST00000371039
HUMAN01117	ENST00000282670
HUMAN01118	ENST00000304526
HUMAN01119	ENST00000371026
HUMAN01119	ENST00000371023
HUMAN01124	ENST00000371012
HUMAN01124	ENST00000401041
HUMAN01124	ENST00000355356
HUMAN01124	ENST00000355977
HUMAN01124	ENST00000357692
HUMAN01124	ENST00000371014
HUMAN01124	ENST00000371016
HUMAN01124	ENST00000371018
HUMAN01124	ENST00000401042
HUMAN01126	ENST00000235345
HUMAN01128	ENST00000448166
HUMAN01129	ENST00000347310
HUMAN01129	ENST00000395227
HUMAN01129	ENST00000425614
HUMAN01131	ENST00000262345
